Student_ID,GPA,Credit_Hours_Completed,Courses_Passed,Courses_Failed,Interest_Area,Attendance_Rate,Study_Hours_Per_Week,Previous_Semester_GPA,Track
STU4628,2.94,109,CS101|CS301|CS302|CS360|CS401|CS410|ENG301|MATH301|MATH302,ENG320,computer vision,94.6,20.4,3.05,AI
STU4629,3.12,101,CS220|CS340|CS350|CS360|CS420|CS450|ENG201|ENG210|ENG310|MATH102,None,Azure,74.5,12.8,2.88,Cloud_Computing
STU4630,3.41,119,CS101|CS102|CS301|CS330|CS410|CS440|ENG101|ENG201|ENG210|ENG220|ENG320|MATH201|MATH202|MATH301|MATH320,None,data analysis,71.5,27.0,3.38,Data_Science
STU4631,3.01,107,CS101|CS202|CS220|CS340|CS350|CS360|CS450|ENG301|ENG320|MATH202,None,networking,78.0,21.5,3.07,Networks
STU4632,2.92,127,CS101|CS102|CS210|CS340|CS350|CS450|ENG310|ENG320|MATH202|MATH320,None,wireless,64.8,13.1,2.92,Networks
STU4633,2.59,130,CS102|CS201|CS301|CS302|CS310|CS320|CS330|CS401|CS410|CS430|CS450|ENG301|MATH201|MATH301|MATH302,ENG101|ENG310,robotics,80.8,18.0,2.52,AI
STU4634,3.15,114,CS302|CS340|CS350|CS360|CS420|CS450|ENG102|ENG310|ENG320|MATH202,None,cryptography,86.0,29.0,3.45,Cybersecurity
STU4635,2.92,71,CS102|CS201|CS210|CS220|CS310|CS320|CS330|CS340|CS420|CS430|ENG210|ENG220|ENG301|MATH101,CS360|MATH102,mobile apps,85.5,24.2,3.16,Software_Engineering
STU4636,3.7,99,CS220|CS301|CS302|CS330|CS401|CS440|ENG102|ENG201|ENG301|MATH201|MATH301|MATH302|MATH310,None,visualization,90.7,18.2,3.55,Data_Science
STU4637,3.63,69,CS201|CS301|CS302|CS310|CS360|CS401|CS410|ENG220|MATH301|MATH302,None,robotics,84.7,18.0,3.91,AI
STU4638,3.33,62,CS202|CS301|CS320|CS340|CS350|CS420|CS430|CS440|CS450|ENG102|ENG201|ENG210|ENG301|ENG310,None,cloud,77.9,15.8,3.03,Cloud_Computing
STU4639,3.03,99,CS101|CS202|CS340|CS350|ENG210|ENG310|ENG320|MATH202|MATH310,None,protocols,78.6,21.5,2.9,Networks
STU4640,2.65,130,CS101|CS301|CS310|CS320|CS330|CS340|CS350|CS360|CS450|ENG201|ENG301|ENG310|ENG320|MATH101|MATH202|MATH302,ENG102,security,97.2,18.6,2.71,Cybersecurity
STU4641,3.47,95,CS102|CS201|CS220|CS310|CS320|CS401|CS420|CS430|ENG101|ENG201|ENG210|ENG320,None,testing,100.0,19.9,3.27,Software_Engineering
STU4642,3.09,64,CS202|CS301|CS330|CS340|CS401|CS440|ENG220|ENG310|MATH201|MATH310|MATH320,CS430,ML,77.1,19.6,2.84,Data_Science
STU4643,3.11,98,CS201|CS301|CS302|CS350|CS410|CS440|ENG220|MATH102|MATH201|MATH202|MATH301|MATH302|MATH310|MATH320,None,robotics,72.3,12.1,3.26,AI
STU4644,3.26,110,CS201|CS310|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH101|MATH202,None,cryptography,73.4,16.7,3.37,Cybersecurity
STU4645,4.0,108,CS302|CS310|CS340|CS350|CS450|ENG102|ENG310|ENG320|MATH202,None,telecommunications,72.6,21.8,3.72,Networks
STU4646,4.0,76,CS202|CS210|CS220|CS320|CS420|CS430|CS450|ENG201|ENG210|ENG301|MATH301,None,web development,78.0,24.3,3.74,Software_Engineering
STU4647,3.82,111,CS101|CS220|CS340|CS350|CS410|CS420|CS450|ENG101|ENG310|ENG320|MATH202,None,IoT,79.7,14.7,3.67,Networks
STU4648,3.53,89,CS210|CS310|CS340|CS350|CS420|CS450|ENG210|MATH101|MATH302,None,virtualization,88.1,20.0,3.43,Cloud_Computing
STU4649,3.79,138,CS210|CS340|CS350|CS420|CS450|ENG101|ENG210|ENG220|MATH102,None,virtualization,86.2,20.8,3.8,Cloud_Computing
STU4650,2.78,129,CS202|CS301|CS310|CS330|CS340|CS350|CS360|CS420|CS450|ENG102|ENG210|ENG310|ENG320|MATH202,None,protocols,69.6,19.6,2.77,Networks
STU4651,2.65,98,CS102|CS201|CS210|CS220|CS310|CS320|CS420|CS430|CS440|ENG210|ENG310|MATH102|MATH201|MATH301|MATH302|MATH310,None,DevOps,76.4,16.4,2.74,Software_Engineering
STU4652,3.47,96,CS210|CS220|CS310|CS320|CS330|CS401|CS420|CS450|ENG201|ENG210|ENG220|MATH201|MATH301|MATH302|MATH320,None,software design,100.0,21.7,3.84,Software_Engineering
STU4653,2.64,135,CS101|CS220|CS301|CS302|CS310|CS320|CS410|ENG102|ENG201|ENG301|MATH201|MATH301|MATH302|MATH320,CS202,machine learning,100.0,18.0,2.7,AI
STU4654,3.15,77,CS101|CS202|CS210|CS301|CS302|CS350|CS420|CS440|CS450|ENG102|ENG220|ENG310|ENG320|MATH202|MATH310,None,IoT,69.8,10.8,3.27,Networks
STU4655,2.86,75,CS202|CS210|CS301|CS310|CS320|CS350|CS401|CS410|CS420|CS430|CS450|ENG210|MATH101|MATH301|MATH310,None,mobile apps,82.8,12.9,3.15,Software_Engineering
STU4656,3.74,65,CS202|CS340|CS350|CS450|ENG310|ENG320|MATH101|MATH202|MATH301|MATH320,None,protocols,98.2,22.4,4.0,Networks
STU4657,3.13,120,CS210|CS220|CS310|CS320|CS340|CS420|CS430|ENG102|ENG201|ENG210|MATH102,None,agile,67.5,21.3,3.24,Software_Engineering
STU4658,4.0,61,CS220|CS301|CS302|CS410|CS430|CS440|ENG210|ENG301|MATH101|MATH102|MATH201|MATH301|MATH302|MATH310,None,NLP,88.4,29.3,3.79,AI
STU4659,2.44,115,CS210|CS310|CS320|CS330|CS340|CS350|CS420|CS440|CS450|ENG310|ENG320|MATH310|MATH320,CS301|MATH302,containers,72.2,10.8,2.35,Cloud_Computing
STU4660,3.41,98,CS102|CS301|CS302|CS310|CS320|CS401|CS410|CS420|CS430|ENG102|MATH101|MATH201|MATH301|MATH302,None,computer vision,75.4,12.2,3.25,AI
STU4661,3.49,114,CS301|CS302|CS401|CS440|CS450|ENG220|ENG310|ENG320|MATH102|MATH201|MATH301|MATH320,None,statistics,91.5,14.6,3.81,Data_Science
STU4662,2.83,104,CS201|CS202|CS210|CS220|CS310|CS320|CS330|CS420|CS430|CS440|ENG201|ENG210|ENG320|MATH310,None,agile,100.0,22.6,2.78,Software_Engineering
STU4663,2.89,66,CS201|CS210|CS220|CS310|CS320|CS401|CS410|CS420|CS430|ENG101|ENG210|ENG220|ENG310|MATH101|MATH310,None,software design,92.6,23.8,3.42,Software_Engineering
STU4664,3.2,105,CS202|CS301|CS302|CS340|CS360|CS401|CS440|MATH201|MATH301|MATH302,None,NLP,93.5,23.3,2.92,AI
STU4665,2.11,117,CS350|CS360|CS401|CS450|ENG310|ENG320|MATH101|MATH202|MATH302|MATH310,CS320|MATH102|MATH201,ethical hacking,94.6,11.8,2.02,Cybersecurity
STU4666,2.81,108,CS301|CS340|CS360|CS401|CS410|ENG102|MATH101|MATH201|MATH301|MATH302,CS101,deep learning,77.2,9.6,2.64,AI
STU4667,2.74,115,CS202|CS210|CS220|CS350|CS420|CS450|ENG102|ENG210|ENG310|MATH320,CS360,virtualization,74.3,7.3,2.43,Cloud_Computing
STU4668,3.53,124,CS302|CS330|CS340|CS360|CS401|CS420|CS430|CS440|ENG210|ENG220|MATH201|MATH301|MATH320,None,big data,77.1,26.0,3.61,Data_Science
STU4669,3.28,84,CS101|CS210|CS220|CS310|CS320|CS350|CS420|CS430|ENG210|ENG220|MATH102,None,DevOps,88.2,21.8,3.46,Software_Engineering
STU4670,2.77,102,CS101|CS220|CS301|CS350|CS401|CS410|CS440|MATH101|MATH201|MATH301|MATH320,None,statistics,79.1,30.0,2.82,Data_Science
STU4671,3.65,107,CS101|CS220|CS310|CS320|CS350|CS360|CS410|CS420|CS430|CS450|ENG210|ENG320|MATH102,None,software design,89.9,16.0,3.63,Software_Engineering
STU4672,2.89,118,CS201|CS210|CS220|CS310|CS320|CS350|CS401|CS420|CS430|ENG210|ENG301|MATH102|MATH302,CS440|MATH202,mobile apps,93.1,3.1,2.85,Software_Engineering
STU4673,2.41,112,CS301|CS302|CS310|CS401|CS410|CS430|MATH102|MATH201|MATH301,ENG320,robotics,79.1,22.7,2.35,AI
STU4674,2.97,75,CS101|CS201|CS210|CS310|CS320|CS330|CS350|CS410|CS420|CS430|CS450|ENG210|MATH101|MATH301,None,agile,97.2,17.0,3.38,Software_Engineering
STU4675,4.0,133,CS102|CS201|CS220|CS301|CS310|CS330|CS401|CS410|CS440|ENG101|MATH101|MATH202|MATH301|MATH320,None,ML,82.1,16.2,3.87,Data_Science
STU4676,3.2,120,CS210|CS220|CS301|CS310|CS320|CS360|CS420|CS430|ENG210|ENG301|MATH102,None,agile,80.6,6.5,2.85,Software_Engineering
STU4677,2.84,111,CS201|CS202|CS310|CS340|CS350|CS360|ENG101|ENG210|ENG301|ENG310|ENG320|MATH201|MATH202|MATH320,MATH101,firewalls,83.8,7.9,2.65,Cybersecurity
STU4678,3.94,120,CS102|CS301|CS302|CS330|CS401|CS440|ENG102|ENG220|MATH101|MATH301|MATH320,None,business intelligence,100.0,16.6,4.0,Data_Science
STU4679,2.74,136,CS201|CS210|CS220|CS310|CS320|CS330|CS420|CS430|ENG101|ENG210|MATH302,MATH301,web development,94.5,10.5,2.6,Software_Engineering
STU4680,2.64,80,CS101|CS210|CS220|CS301|CS310|CS320|CS360|CS420|CS450|ENG101|ENG210|ENG310|MATH301|MATH320,None,DevOps,63.5,7.1,3.11,Software_Engineering
STU4681,2.69,104,CS202|CS340|CS360|CS401|CS430|CS450|ENG310|ENG320|MATH202,None,ethical hacking,76.2,19.9,2.57,Cybersecurity
STU4682,3.63,96,CS301|CS302|CS410|CS440|MATH101|MATH201|MATH301|MATH302|MATH320,None,robotics,79.7,18.0,3.48,AI
STU4683,4.0,76,CS201|CS220|CS301|CS302|CS320|CS330|CS350|CS401|CS410|CS440|ENG310|MATH201|MATH301,CS450,NLP,100.0,13.5,3.98,AI
STU4684,3.21,102,CS210|CS340|CS350|CS360|CS401|CS420|CS450|ENG201|ENG210|ENG310|ENG320|MATH201,None,virtualization,69.4,28.1,3.24,Cloud_Computing
STU4685,4.0,126,CS201|CS210|CS220|CS302|CS310|CS320|CS420|CS430|ENG201|ENG210|ENG220,None,software design,82.4,21.3,3.9,Software_Engineering
STU4686,2.96,97,CS301|CS310|CS330|CS340|CS360|CS401|CS440|ENG102|ENG210|MATH201|MATH301|MATH320,CS102,business intelligence,89.7,15.4,3.23,Data_Science
STU4687,2.71,75,CS210|CS301|CS302|CS320|CS340|CS350|CS360|CS430|CS440|ENG101|ENG310|ENG320|MATH202,ENG220,penetration testing,99.7,20.2,2.65,Cybersecurity
STU4688,2.89,61,CS202|CS301|CS310|CS320|CS330|CS401|CS420|CS440|ENG201|ENG210|ENG220|MATH201|MATH202|MATH301|MATH320,CS302|CS350,business intelligence,93.0,19.0,2.67,Data_Science
STU4689,3.32,64,CS102|CS301|CS302|CS340|CS360|CS401|CS410|ENG310|MATH102|MATH201|MATH301,None,machine learning,98.0,22.4,3.54,AI
STU4690,3.78,122,CS201|CS202|CS301|CS330|CS340|CS350|CS450|ENG201|ENG210|ENG301|ENG310|ENG320|MATH101|MATH202|MATH310,None,networking,87.7,20.5,3.82,Networks
STU4691,3.65,68,CS210|CS330|CS350|CS420|CS450|ENG102|ENG210|ENG310|ENG320,None,Azure,80.9,24.3,3.75,Cloud_Computing
STU4692,3.72,132,CS102|CS210|CS220|CS301|CS302|CS310|CS320|CS340|CS350|CS420|CS430|CS450|ENG201|ENG210|MATH301,None,software design,94.2,16.0,3.83,Software_Engineering
STU4693,2.8,121,CS102|CS301|CS302|CS310|CS330|CS360|CS401|CS440|ENG101|ENG102|ENG201|ENG320|MATH201|MATH202|MATH301|MATH320,ENG310,statistics,85.3,17.6,2.81,Data_Science
STU4694,3.66,68,CS102|CS202|CS301|CS320|CS340|CS350|CS450|ENG101|ENG102|ENG210|ENG310|ENG320|MATH201|MATH202|MATH320,None,telecommunications,98.2,12.0,3.78,Networks
STU4695,3.62,135,CS101|CS210|CS220|CS310|CS340|CS350|CS360|CS440|CS450|ENG210|ENG310|ENG320|MATH201|MATH202|MATH301,None,forensics,88.7,21.0,3.99,Cybersecurity
STU4696,3.32,117,CS202|CS210|CS310|CS340|CS350|CS450|ENG220|ENG310|MATH202,None,networking,79.0,16.6,3.52,Networks
STU4697,3.85,61,CS202|CS320|CS330|CS340|CS350|CS420|CS430|CS450|ENG101|ENG102|ENG220|ENG310|MATH201|MATH202|MATH320,None,protocols,96.6,8.4,3.68,Networks
STU4698,3.62,104,CS202|CS310|CS320|CS340|CS350|CS450|ENG301|ENG310|ENG320|MATH202|MATH301|MATH320,None,protocols,98.7,18.8,3.37,Networks
STU4699,3.98,125,CS201|CS301|CS330|CS401|CS440|ENG301|ENG310|MATH201|MATH320,None,visualization,93.3,15.5,3.95,Data_Science
STU4700,3.73,108,CS301|CS302|CS350|CS401|CS410|CS430|CS440|ENG101|MATH101|MATH301|MATH302,None,neural networks,72.2,21.0,3.92,AI
STU4701,2.91,106,CS101|CS202|CS210|CS220|CS320|CS360|CS420|CS430|CS440|ENG210|ENG220|ENG320|MATH201|MATH320,ENG201|ENG310,testing,95.8,16.4,3.31,Software_Engineering
STU4702,3.7,77,CS210|CS220|CS310|CS320|CS330|CS350|CS420|CS430|CS450|ENG210|ENG220|MATH102|MATH301|MATH310|MATH320,None,DevOps,78.2,20.4,3.49,Software_Engineering
STU4703,3.32,81,CS301|CS320|CS330|CS401|CS420|CS440|ENG101|MATH201|MATH301|MATH310|MATH320,None,data analysis,72.9,28.3,3.47,Data_Science
STU4704,3.39,130,CS210|CS220|CS301|CS310|CS320|CS401|CS420|CS430|ENG101|ENG201|ENG210|ENG310|MATH101|MATH102|MATH202|MATH310,None,testing,83.2,24.2,3.67,Software_Engineering
STU4705,3.4,129,CS102|CS201|CS340|CS350|CS410|CS420|CS450|ENG220|ENG301|ENG310|ENG320|MATH201|MATH202,None,security,78.8,16.3,3.46,Cybersecurity
STU4706,3.12,103,CS102|CS210|CS340|CS350|CS360|CS430|ENG101|ENG210|ENG301|ENG310|ENG320|MATH102|MATH202|MATH320,None,ethical hacking,100.0,19.8,3.42,Cybersecurity
STU4707,2.64,74,CS301|CS320|CS330|CS401|CS440|CS450|ENG101|ENG210|ENG220|MATH201|MATH301|MATH320,CS101,visualization,69.7,11.6,2.57,Data_Science
STU4708,3.21,64,CS202|CS210|CS302|CS320|CS340|CS350|CS360|CS430|CS450|ENG102|ENG310|ENG320|MATH101|MATH202|MATH302|MATH320,None,telecommunications,100.0,12.1,3.29,Networks
STU4709,3.8,77,CS210|CS220|CS301|CS320|CS350|CS420|CS430|ENG210|ENG220,None,DevOps,86.9,20.2,3.91,Software_Engineering
STU4710,3.89,100,CS202|CS320|CS340|CS350|CS440|ENG210|ENG301|ENG310|ENG320|MATH101|MATH202|MATH310|MATH320,None,wireless,80.4,15.1,3.69,Networks
STU4711,2.93,119,CS102|CS202|CS220|CS301|CS302|CS401|CS410|CS430|ENG101|ENG220|MATH102|MATH201|MATH301|MATH302|MATH320,None,deep learning,82.6,20.4,2.41,AI
STU4712,3.48,65,CS102|CS201|CS301|CS302|CS401|CS410|CS450|ENG102|ENG201|ENG220|MATH201|MATH202|MATH301|MATH302|MATH310,None,computer vision,96.5,18.1,3.32,AI
STU4713,3.51,61,CS220|CS301|CS330|CS401|CS440|MATH201|MATH202|MATH301|MATH302|MATH320,None,business intelligence,100.0,23.1,3.48,Data_Science
STU4714,3.51,95,CS210|CS320|CS340|CS350|CS450|ENG210|ENG310|MATH101|MATH310,CS310,containers,83.6,12.2,3.88,Cloud_Computing
STU4715,3.68,66,CS201|CS301|CS320|CS330|CS350|CS401|CS420|CS440|CS450|MATH201|MATH202|MATH301|MATH310|MATH320,None,ML,81.1,11.3,3.55,Data_Science
STU4716,2.74,128,CS101|CS202|CS340|CS350|ENG201|ENG310|ENG320|MATH202|MATH302|MATH310,None,IoT,82.0,16.2,2.68,Networks
STU4717,3.35,69,CS202|CS210|CS220|CS301|CS330|CS401|CS410|CS420|CS440|ENG102|ENG301|ENG310|MATH301|MATH302|MATH320,None,visualization,91.7,8.8,3.38,Data_Science
STU4718,3.18,95,CS210|CS301|CS330|CS340|CS360|CS450|ENG101|ENG220|ENG310|ENG320|MATH102|MATH202|MATH302|MATH310,None,penetration testing,92.6,11.0,3.56,Cybersecurity
STU4719,4.0,80,CS202|CS301|CS302|CS320|CS330|CS401|CS410|MATH102|MATH201|MATH302|MATH320,CS220,robotics,92.2,15.1,4.0,AI
STU4720,3.38,76,CS330|CS340|CS350|CS360|CS440|CS450|ENG101|ENG310|ENG320|MATH202,None,forensics,100.0,19.7,3.59,Cybersecurity
STU4721,3.44,121,CS102|CS202|CS210|CS301|CS320|CS340|CS350|CS450|ENG310|ENG320|MATH202|MATH301,None,networking,84.7,12.5,3.43,Networks
STU4722,2.81,132,CS102|CS202|CS210|CS340|CS350|CS410|CS430|CS450|ENG102|ENG310|ENG320|MATH102|MATH202|MATH301|MATH310,CS101,telecommunications,86.0,16.7,2.63,Networks
STU4723,2.32,139,CS102|CS201|CS301|CS302|CS320|CS340|CS401|CS410|CS440|ENG210|MATH201|MATH302|MATH310,CS210|CS450|ENG320,deep learning,91.2,23.6,2.35,AI
STU4724,3.7,98,CS201|CS301|CS330|CS401|CS430|CS440|ENG210|MATH201|MATH301|MATH320,None,statistics,88.2,8.7,3.93,Data_Science
STU4725,3.07,106,CS101|CS201|CS210|CS220|CS310|CS320|CS330|CS350|CS420|CS430|CS440|ENG210|ENG220,None,mobile apps,88.3,17.7,2.84,Software_Engineering
STU4726,3.41,111,CS201|CS220|CS301|CS330|CS350|CS401|CS440|ENG301|MATH201|MATH301,None,statistics,76.9,17.6,3.39,Data_Science
STU4727,3.23,114,CS301|CS302|CS310|CS340|CS350|CS360|CS420|CS450|ENG210|ENG220|ENG310|ENG320|MATH202,None,firewalls,80.9,18.4,2.83,Cybersecurity
STU4728,3.72,63,CS210|CS220|CS320|CS330|CS420|CS430|ENG210|MATH201|MATH301|MATH310,None,agile,83.3,11.9,3.43,Software_Engineering
STU4729,3.47,65,CS201|CS202|CS210|CS301|CS340|CS350|CS360|CS420|CS450|ENG210|ENG310|ENG320|MATH202,CS310,ethical hacking,85.4,15.7,3.44,Cybersecurity
STU4730,3.75,111,CS101|CS202|CS220|CS340|CS350|CS360|CS401|CS430|CS450|ENG101|ENG310|ENG320|MATH201|MATH302|MATH320,None,routing,97.9,14.6,3.48,Networks
STU4731,2.93,112,CS301|CS302|CS401|CS410|CS450|ENG102|ENG310|MATH201|MATH202|MATH301,None,computer vision,95.0,19.2,2.51,AI
STU4732,3.3,98,CS201|CS202|CS301|CS401|CS410|ENG210|ENG301|MATH102|MATH201|MATH301|MATH302,None,neural networks,77.9,23.6,3.06,AI
STU4733,3.14,75,CS210|CS220|CS310|CS320|CS420|ENG210|ENG220|MATH101|MATH301|MATH302,None,mobile apps,83.7,13.2,3.07,Software_Engineering
STU4734,3.3,93,CS101|CS102|CS220|CS302|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH202,None,protocols,77.9,21.3,3.31,Networks
STU4735,3.14,96,CS301|CS302|CS360|CS401|CS410|CS430|CS440|CS450|MATH201|MATH302|MATH310,None,computer vision,71.1,22.4,3.17,AI
STU4736,2.91,75,CS101|CS202|CS220|CS340|CS350|CS401|CS410|CS440|CS450|ENG220|ENG310|MATH201|MATH202|MATH302|MATH320,CS102,routing,86.3,17.6,2.6,Networks
STU4737,3.28,72,CS302|CS320|CS330|CS401|CS410|CS420|CS450|ENG102|MATH201|MATH301|MATH302|MATH310,None,deep learning,93.1,18.1,3.39,AI
STU4738,3.53,105,CS201|CS301|CS302|CS320|CS330|CS401|CS410|ENG101|ENG201|ENG301|ENG320|MATH101|MATH201|MATH301|MATH302|MATH310,None,NLP,75.9,21.1,3.42,AI
STU4739,3.06,110,CS101|CS102|CS201|CS210|CS220|CS302|CS320|CS350|CS420|CS430|ENG201|ENG210|ENG220|MATH202|MATH310,None,DevOps,81.5,11.6,3.09,Software_Engineering
STU4740,2.6,90,CS101|CS210|CS330|CS340|CS420|CS450|ENG210|ENG310|MATH301,MATH320,cloud,88.9,15.5,2.91,Cloud_Computing
STU4741,2.7,64,CS202|CS220|CS301|CS330|CS401|CS430|CS440|MATH201|MATH202|MATH310|MATH320,None,data analysis,72.4,13.7,2.84,Data_Science
STU4742,1.97,83,CS210|CS220|CS301|CS330|CS340|CS350|CS401|CS440|ENG101|MATH201|MATH301|MATH320,CS410|ENG320,ML,100.0,17.0,2.25,Data_Science
STU4743,3.29,72,CS202|CS220|CS302|CS340|CS350|CS420|CS450|ENG101|ENG102|ENG310|ENG320|MATH101|MATH202|MATH302,None,IoT,90.5,16.7,2.84,Networks
STU4744,3.02,90,CS202|CS301|CS330|CS340|CS360|CS401|CS440|ENG201|MATH201|MATH202|MATH301|MATH310|MATH320,None,visualization,83.5,12.5,2.7,Data_Science
STU4745,3.57,94,CS210|CS301|CS320|CS340|CS350|CS450|ENG210|ENG220|ENG310|MATH310,None,microservices,87.8,19.7,3.63,Cloud_Computing
STU4746,3.27,102,CS101|CS201|CS202|CS320|CS350|CS410|CS450|ENG101|ENG220|ENG310|ENG320|MATH201|MATH202|MATH320,None,protocols,97.4,26.1,2.88,Networks
STU4747,3.05,114,CS101|CS102|CS210|CS310|CS320|CS340|CS350|CS410|CS420|CS450|ENG101|ENG102|ENG210|ENG310|ENG320|MATH102,None,containers,88.8,19.1,3.38,Cloud_Computing
STU4748,3.03,116,CS210|CS220|CS301|CS310|CS320|CS410|CS420|CS450|ENG201|ENG210|MATH101|MATH202|MATH301,None,web development,84.1,14.9,2.98,Software_Engineering
STU4749,3.13,134,CS202|CS210|CS302|CS320|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH101|MATH202|MATH320,None,telecommunications,98.6,13.0,3.08,Networks
STU4750,3.3,112,CS210|CS301|CS330|CS360|CS401|CS410|CS430|CS440|ENG201|ENG220|ENG320|MATH201|MATH301|MATH310|MATH320,None,ML,99.3,19.8,3.25,Data_Science
STU4751,3.1,107,CS201|CS210|CS220|CS310|CS320|CS420|CS430|ENG101|ENG210|MATH101,None,mobile apps,93.4,24.5,3.25,Software_Engineering
STU4752,2.6,62,CS102|CS210|CS220|CS310|CS320|CS420|CS450|ENG101|ENG201|ENG210|ENG320|MATH101|MATH302,CS301,mobile apps,76.9,7.9,2.77,Software_Engineering
STU4753,3.1,127,CS102|CS202|CS301|CS340|CS350|CS401|CS430|CS440|CS450|ENG201|ENG220|ENG310|ENG320|MATH202|MATH301|MATH310,None,IoT,75.8,11.9,2.85,Networks
STU4754,2.86,62,CS201|CS202|CS220|CS301|CS302|CS310|CS320|CS420|CS430|ENG102|ENG210|MATH101,None,mobile apps,75.1,15.9,2.61,Software_Engineering
STU4755,2.9,121,CS101|CS210|CS301|CS302|CS330|CS360|CS401|ENG201|MATH101|MATH201|MATH301|MATH310|MATH320,ENG320,data analysis,78.8,12.8,2.8,Data_Science
STU4756,3.23,63,CS202|CS220|CS301|CS310|CS330|CS350|CS401|CS440|ENG102|ENG320|MATH201|MATH301|MATH320,CS430,big data,72.8,13.6,3.54,Data_Science
STU4757,3.23,104,CS102|CS202|CS302|CS340|CS401|CS410|CS420|MATH102|MATH201|MATH301|MATH302|MATH320,CS310,neural networks,82.5,19.4,2.96,AI
STU4758,2.84,92,CS201|CS202|CS210|CS220|CS301|CS302|CS310|CS320|CS410|CS420|CS430|CS440|CS450|ENG210|ENG301,CS340|ENG101,testing,94.6,14.7,3.05,Software_Engineering
STU4759,3.11,81,CS210|CS340|CS350|CS420|CS440|CS450|ENG102|ENG210|ENG310|ENG320,None,AWS,100.0,18.7,3.0,Cloud_Computing
STU4760,2.61,122,CS201|CS220|CS301|CS330|CS350|CS401|CS410|CS420|CS440|ENG101|ENG102|ENG301|MATH101|MATH201|MATH301|MATH320,None,ML,100.0,13.4,2.57,Data_Science
STU4761,3.23,70,CS220|CS302|CS310|CS320|CS350|CS401|CS420|CS430|CS440|ENG210|MATH302,None,testing,90.6,9.6,3.64,Software_Engineering
STU4762,2.94,104,CS201|CS202|CS301|CS302|CS330|CS350|CS401|CS410|ENG101|ENG102|ENG301|ENG320|MATH201|MATH301|MATH302,CS220,NLP,88.7,14.7,2.79,AI
STU4763,3.08,118,CS102|CS210|CS310|CS320|CS420|CS430|CS440|ENG102|ENG210|ENG310,None,mobile apps,100.0,11.6,3.19,Software_Engineering
STU4764,3.48,128,CS210|CS220|CS302|CS310|CS320|CS401|CS420|ENG101|ENG102|ENG201|ENG210|ENG220|MATH201|MATH302,None,agile,74.2,23.9,3.25,Software_Engineering
STU4765,4.0,63,CS210|CS340|CS350|CS410|CS420|CS450|ENG102|ENG210|MATH301|MATH320,None,virtualization,97.4,23.3,4.0,Cloud_Computing
STU4766,2.78,66,CS102|CS202|CS210|CS301|CS302|CS340|CS350|CS420|CS450|ENG210|ENG310|ENG320|MATH101|MATH201|MATH202|MATH301,MATH320,telecommunications,90.1,19.2,2.73,Networks
STU4767,3.79,94,CS201|CS220|CS301|CS302|CS320|CS360|CS401|CS410|ENG102|ENG301|ENG320|MATH102|MATH201|MATH301|MATH302,None,NLP,65.9,12.3,3.69,AI
STU4768,2.81,120,CS101|CS102|CS202|CS340|CS350|CS360|CS450|ENG310|ENG320|MATH201|MATH202|MATH301,CS201,wireless,82.9,25.1,2.75,Networks
STU4769,3.71,66,CS340|CS360|CS450|ENG102|ENG201|ENG310|ENG320|MATH102|MATH202|MATH320,CS310,forensics,91.6,16.9,3.72,Cybersecurity
STU4770,3.53,104,CS102|CS202|CS210|CS220|CS301|CS310|CS320|CS360|CS401|CS420|CS430|CS440|ENG210|MATH101|MATH310|MATH320,None,DevOps,92.0,12.1,3.62,Software_Engineering
STU4771,3.22,110,CS210|CS340|CS350|CS420|CS430|CS450|ENG102|ENG201|ENG210|MATH320,None,cloud,100.0,17.6,2.89,Cloud_Computing
STU4772,3.15,69,CS202|CS301|CS310|CS340|CS350|CS420|CS430|CS450|ENG101|ENG102|ENG310|MATH102|MATH202|MATH302,None,protocols,82.6,15.8,3.18,Networks
STU4773,3.15,81,CS202|CS220|CS301|CS302|CS340|CS350|CS360|CS401|CS410|CS420|ENG310|ENG320|MATH201|MATH302|MATH310,None,neural networks,81.3,21.7,3.12,AI
STU4774,2.94,121,CS202|CS320|CS340|CS350|CS450|ENG102|ENG210|ENG310|ENG320|MATH101|MATH102|MATH202,ENG220,IoT,85.8,15.1,3.02,Networks
STU4775,4.0,135,CS302|CS330|CS350|CS360|CS401|CS410|CS450|ENG220|ENG310|ENG320|MATH101|MATH202|MATH301|MATH310|MATH320,None,firewalls,77.1,26.3,3.78,Cybersecurity
STU4776,2.67,137,CS301|CS302|CS401|CS410|CS450|ENG102|ENG210|MATH102|MATH201|MATH301,MATH101,computer vision,93.3,15.4,2.36,AI
STU4777,3.26,95,CS201|CS210|CS220|CS310|CS320|CS360|CS420|CS430|CS440|ENG101|ENG201|ENG210|ENG310|MATH301,None,agile,86.7,15.2,3.14,Software_Engineering
STU4778,2.88,78,CS202|CS210|CS310|CS320|CS360|CS401|CS420|CS430|CS440|ENG101|ENG210|MATH102|MATH201|MATH302,CS102|MATH301,mobile apps,88.6,18.1,2.74,Software_Engineering
STU4779,3.8,77,CS101|CS102|CS202|CS210|CS220|CS320|CS410|CS420|CS430|CS450|ENG210|MATH301|MATH302|MATH310,None,software design,77.2,11.7,3.82,Software_Engineering
